starttime	seconds	ctime	dtime	ttime	wait
Thu Dec 21 06:01:22 2023	1703131282	2	18	21	14
Thu Dec 21 06:01:22 2023	1703131282	0	21	21	19
Thu Dec 21 06:01:22 2023	1703131282	10	11	21	10
Thu Dec 21 06:01:22 2023	1703131282	2	18	21	13
Thu Dec 21 06:01:22 2023	1703131282	0	20	21	19
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	11
Thu Dec 21 06:01:22 2023	1703131282	1	20	21	19
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	5	15	21	12
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	16
Thu Dec 21 06:01:22 2023	1703131282	3	17	21	15
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	16
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	1	20	21	19
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	13
Thu Dec 21 06:01:22 2023	1703131282	5	15	21	13
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	1	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	15
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	2	18	21	14
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	15
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	5	16	21	13
Thu Dec 21 06:01:22 2023	1703131282	5	16	21	13
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	19
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	12
Thu Dec 21 06:01:22 2023	1703131282	5	16	21	13
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	15
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	9	12	21	10
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	19
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	12
Thu Dec 21 06:01:22 2023	1703131282	4	17	21	8
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	2	20	21	12
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	12
Thu Dec 21 06:01:22 2023	1703131282	11	10	21	7
Thu Dec 21 06:01:22 2023	1703131282	1	20	21	19
Thu Dec 21 06:01:22 2023	1703131282	10	11	21	11
Thu Dec 21 06:01:22 2023	1703131282	11	11	21	7
Thu Dec 21 06:01:22 2023	1703131282	1	20	21	19
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	2	20	21	15
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	16
Thu Dec 21 06:01:22 2023	1703131282	1	20	21	20
Thu Dec 21 06:01:22 2023	1703131282	5	17	21	8
Thu Dec 21 06:01:22 2023	1703131282	2	20	21	12
Thu Dec 21 06:01:22 2023	1703131282	6	15	21	13
Thu Dec 21 06:01:22 2023	1703131282	3	18	21	15
Thu Dec 21 06:01:22 2023	1703131282	2	20	21	12
Thu Dec 21 06:01:22 2023	1703131282	9	12	21	8
Thu Dec 21 06:01:22 2023	1703131282	2	20	21	18
Thu Dec 21 06:01:22 2023	1703131282	2	19	21	18
Thu Dec 21 06:01:22 2023	1703131282	5	16	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	19
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	8
Thu Dec 21 06:01:22 2023	1703131282	7	14	22	13
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	8
Thu Dec 21 06:01:22 2023	1703131282	1	20	22	20
Thu Dec 21 06:01:22 2023	1703131282	6	16	22	15
Thu Dec 21 06:01:22 2023	1703131282	7	15	22	13
Thu Dec 21 06:01:22 2023	1703131282	6	16	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	16
Thu Dec 21 06:01:22 2023	1703131282	11	11	22	8
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	16
Thu Dec 21 06:01:22 2023	1703131282	5	16	22	8
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	8
Thu Dec 21 06:01:22 2023	1703131282	6	15	22	13
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	15
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	8
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	15
Thu Dec 21 06:01:22 2023	1703131282	5	16	22	14
Thu Dec 21 06:01:22 2023	1703131282	10	12	22	10
Thu Dec 21 06:01:22 2023	1703131282	3	19	22	15
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	19
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	16
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	14
Thu Dec 21 06:01:22 2023	1703131282	11	11	22	8
Thu Dec 21 06:01:22 2023	1703131282	6	15	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	16
Thu Dec 21 06:01:22 2023	1703131282	2	19	22	16
Thu Dec 21 06:01:22 2023	1703131282	5	16	22	8
Thu Dec 21 06:01:22 2023	1703131282	7	15	22	13
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	16
Thu Dec 21 06:01:22 2023	1703131282	6	16	22	16
Thu Dec 21 06:01:22 2023	1703131282	1	21	22	20
Thu Dec 21 06:01:22 2023	1703131282	0	22	22	19
Thu Dec 21 06:01:22 2023	1703131282	6	17	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	16
Thu Dec 21 06:01:22 2023	1703131282	9	13	22	11
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	13
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	13
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	14
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	13
Thu Dec 21 06:01:22 2023	1703131282	11	11	22	8
Thu Dec 21 06:01:22 2023	1703131282	6	16	22	9
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	8
Thu Dec 21 06:01:22 2023	1703131282	0	22	22	21
Thu Dec 21 06:01:22 2023	1703131282	10	12	22	11
Thu Dec 21 06:01:22 2023	1703131282	1	21	22	18
Thu Dec 21 06:01:22 2023	1703131282	6	17	22	16
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	12
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	18
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	19
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	8
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	8
Thu Dec 21 06:01:22 2023	1703131282	2	21	22	19
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	15
Thu Dec 21 06:01:22 2023	1703131282	11	11	22	8
Thu Dec 21 06:01:22 2023	1703131282	7	16	22	13
Thu Dec 21 06:01:22 2023	1703131282	2	20	22	20
Thu Dec 21 06:01:22 2023	1703131282	4	18	22	8
Thu Dec 21 06:01:22 2023	1703131282	5	18	22	16
Thu Dec 21 06:01:22 2023	1703131282	4	19	22	18
Thu Dec 21 06:01:22 2023	1703131282	4	19	22	15
Thu Dec 21 06:01:22 2023	1703131282	2	21	22	20
Thu Dec 21 06:01:22 2023	1703131282	6	17	22	15
Thu Dec 21 06:01:22 2023	1703131282	5	18	22	17
Thu Dec 21 06:01:22 2023	1703131282	2	21	22	20
Thu Dec 21 06:01:22 2023	1703131282	4	19	22	15
Thu Dec 21 06:01:22 2023	1703131282	5	18	22	17
Thu Dec 21 06:01:22 2023	1703131282	5	18	22	17
Thu Dec 21 06:01:22 2023	1703131282	5	17	22	8
Thu Dec 21 06:01:22 2023	1703131282	5	17	23	8
Thu Dec 21 06:01:22 2023	1703131282	5	18	23	17
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	20
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	15
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	14
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	8
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	15
Thu Dec 21 06:01:22 2023	1703131282	5	17	23	8
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	18	23	14
Thu Dec 21 06:01:22 2023	1703131282	10	13	23	9
Thu Dec 21 06:01:22 2023	1703131282	5	17	23	11
Thu Dec 21 06:01:22 2023	1703131282	5	17	23	8
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	15
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	14
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	15
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	18
Thu Dec 21 06:01:22 2023	1703131282	2	20	23	20
Thu Dec 21 06:01:22 2023	1703131282	1	22	23	19
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	20
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	15
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	8
Thu Dec 21 06:01:22 2023	1703131282	3	19	23	14
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	15
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	20
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	6	17	23	9
Thu Dec 21 06:01:22 2023	1703131282	3	20	23	20
Thu Dec 21 06:01:22 2023	1703131282	5	18	23	16
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	1	22	23	21
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	17
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	20
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	18
Thu Dec 21 06:01:22 2023	1703131282	7	16	23	13
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	20	23	15
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	6	18	23	9
Thu Dec 21 06:01:22 2023	1703131282	0	23	23	22
Thu Dec 21 06:01:22 2023	1703131282	4	19	23	18
Thu Dec 21 06:01:22 2023	1703131282	4	20	23	18
Thu Dec 21 06:01:22 2023	1703131282	2	21	23	21
Thu Dec 21 06:01:22 2023	1703131282	0	23	23	22
Thu Dec 21 06:01:22 2023	1703131282	1	23	23	17
Thu Dec 21 06:01:22 2023	1703131282	5	19	24	16
Thu Dec 21 06:01:22 2023	1703131282	0	23	24	20
Thu Dec 21 06:01:22 2023	1703131282	5	18	24	16
Thu Dec 21 06:01:22 2023	1703131282	6	18	24	14
Thu Dec 21 06:01:22 2023	1703131282	5	19	24	16
Thu Dec 21 06:01:22 2023	1703131282	4	20	24	15
Thu Dec 21 06:01:22 2023	1703131282	4	20	24	15
Thu Dec 21 06:01:22 2023	1703131282	1	23	24	22
Thu Dec 21 06:01:22 2023	1703131282	3	21	24	21
Thu Dec 21 06:01:22 2023	1703131282	7	17	24	13
Thu Dec 21 06:01:22 2023	1703131282	0	23	24	23
Thu Dec 21 06:01:22 2023	1703131282	5	19	24	14
Thu Dec 21 06:01:22 2023	1703131282	6	18	24	15
Thu Dec 21 06:01:22 2023	1703131282	2	22	24	21
Thu Dec 21 06:01:22 2023	1703131282	10	14	24	10
Thu Dec 21 06:01:22 2023	1703131282	1	23	24	17
Thu Dec 21 06:01:22 2023	1703131282	9	16	24	13
Thu Dec 21 06:01:22 2023	1703131282	2	22	24	21
Thu Dec 21 06:01:22 2023	1703131282	4	21	24	21
Thu Dec 21 06:01:22 2023	1703131282	3	21	24	21
Thu Dec 21 06:01:22 2023	1703131282	5	19	24	18
Thu Dec 21 06:01:22 2023	1703131282	2	22	24	21
Thu Dec 21 06:01:22 2023	1703131282	1	23	24	21
Thu Dec 21 06:01:22 2023	1703131282	6	19	24	16
Thu Dec 21 06:01:22 2023	1703131282	0	24	24	23
Thu Dec 21 06:01:22 2023	1703131282	6	19	24	9
Thu Dec 21 06:01:22 2023	1703131282	1	24	24	17
Thu Dec 21 06:01:22 2023	1703131282	6	18	24	18
Thu Dec 21 06:01:22 2023	1703131282	1	23	24	21
Thu Dec 21 06:01:22 2023	1703131282	1	24	24	22
Thu Dec 21 06:01:22 2023	1703131282	5	20	24	18
Thu Dec 21 06:01:22 2023	1703131282	5	20	25	18
Thu Dec 21 06:01:22 2023	1703131282	2	22	25	21
Thu Dec 21 06:01:22 2023	1703131282	1	23	25	22
Thu Dec 21 06:01:22 2023	1703131282	10	15	25	13
Thu Dec 21 06:01:22 2023	1703131282	3	21	25	21
Thu Dec 21 06:01:22 2023	1703131282	5	19	25	18
Thu Dec 21 06:01:22 2023	1703131282	9	15	25	13
Thu Dec 21 06:01:22 2023	1703131282	4	21	25	15
Thu Dec 21 06:01:22 2023	1703131282	5	20	25	15
Thu Dec 21 06:01:22 2023	1703131282	6	18	25	16
Thu Dec 21 06:01:22 2023	1703131282	1	24	25	22
Thu Dec 21 06:01:22 2023	1703131282	2	23	25	23
Thu Dec 21 06:01:22 2023	1703131282	1	23	25	23
Thu Dec 21 06:01:22 2023	1703131282	6	19	25	16
Thu Dec 21 06:01:22 2023	1703131282	2	23	25	22
Thu Dec 21 06:01:22 2023	1703131282	2	23	25	22
Thu Dec 21 06:01:22 2023	1703131282	0	25	25	24
Thu Dec 21 06:01:22 2023	1703131282	4	21	25	15
Thu Dec 21 06:01:22 2023	1703131282	1	25	25	24
Thu Dec 21 06:01:22 2023	1703131282	1	24	25	22
Thu Dec 21 06:01:22 2023	1703131282	4	21	25	15
Thu Dec 21 06:01:22 2023	1703131282	4	22	25	15
Thu Dec 21 06:01:22 2023	1703131282	3	22	25	22
Thu Dec 21 06:01:22 2023	1703131282	1	24	25	22
Thu Dec 21 06:01:22 2023	1703131282	1	24	25	22
Thu Dec 21 06:01:22 2023	1703131282	1	24	25	23
Thu Dec 21 06:01:22 2023	1703131282	1	25	25	23
Thu Dec 21 06:01:22 2023	1703131282	7	19	25	16
Thu Dec 21 06:01:22 2023	1703131282	2	24	26	23
Thu Dec 21 06:01:22 2023	1703131282	1	24	26	24
Thu Dec 21 06:01:22 2023	1703131282	7	19	26	18
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	16
Thu Dec 21 06:01:22 2023	1703131282	2	24	26	22
Thu Dec 21 06:01:22 2023	1703131282	2	24	26	23
Thu Dec 21 06:01:22 2023	1703131282	1	25	26	24
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	18
Thu Dec 21 06:01:22 2023	1703131282	1	25	26	24
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	16
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	22
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	16
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	22
Thu Dec 21 06:01:22 2023	1703131282	4	22	26	22
Thu Dec 21 06:01:22 2023	1703131282	3	24	26	23
Thu Dec 21 06:01:22 2023	1703131282	4	23	27	16
Thu Dec 21 06:01:22 2023	1703131282	4	22	27	22
Thu Dec 21 06:01:22 2023	1703131282	4	22	27	16
Thu Dec 21 06:01:22 2023	1703131282	4	23	27	22
Thu Dec 21 06:01:22 2023	1703131282	4	23	27	16
Thu Dec 21 06:01:22 2023	1703131282	4	23	27	23
Thu Dec 21 06:01:22 2023	1703131282	1	26	27	25
Thu Dec 21 06:01:22 2023	1703131282	2	25	27	12
Thu Dec 21 06:01:22 2023	1703131282	3	24	27	23
Thu Dec 21 06:01:22 2023	1703131282	2	26	27	25
Thu Dec 21 06:01:22 2023	1703131282	1	26	27	25
Thu Dec 21 06:01:22 2023	1703131282	0	27	27	26
Thu Dec 21 06:01:22 2023	1703131282	1	26	27	25
Thu Dec 21 06:01:22 2023	1703131282	1	26	27	25
Thu Dec 21 06:01:22 2023	1703131282	6	22	27	16
Thu Dec 21 06:01:22 2023	1703131282	4	23	28	23
Thu Dec 21 06:01:22 2023	1703131282	3	25	28	13
Thu Dec 21 06:01:22 2023	1703131282	2	26	28	25
Thu Dec 21 06:01:22 2023	1703131282	2	26	28	25
Thu Dec 21 06:01:22 2023	1703131282	3	25	28	13
Thu Dec 21 06:01:22 2023	1703131282	1	27	28	26
Thu Dec 21 06:01:22 2023	1703131282	4	24	28	19
Thu Dec 21 06:01:22 2023	1703131282	2	26	28	25
Thu Dec 21 06:01:22 2023	1703131282	2	26	28	13
Thu Dec 21 06:01:22 2023	1703131282	3	26	28	13
Thu Dec 21 06:01:22 2023	1703131282	4	25	29	24
Thu Dec 21 06:01:22 2023	1703131282	3	26	29	13
Thu Dec 21 06:01:22 2023	1703131282	4	25	29	24
Thu Dec 21 06:01:22 2023	1703131282	4	25	29	19
Thu Dec 21 06:01:22 2023	1703131282	1	28	29	26
Thu Dec 21 06:01:22 2023	1703131282	3	27	29	13
Thu Dec 21 06:01:22 2023	1703131282	3	27	29	13
Thu Dec 21 06:01:22 2023	1703131282	1	28	29	26
Thu Dec 21 06:01:22 2023	1703131282	4	26	29	24
Thu Dec 21 06:01:22 2023	1703131282	1	28	29	26
Thu Dec 21 06:01:22 2023	1703131282	0	29	30	28
Thu Dec 21 06:01:22 2023	1703131282	1	29	30	26
Thu Dec 21 06:01:22 2023	1703131282	0	29	30	28
Thu Dec 21 06:01:22 2023	1703131282	2	28	30	27
Thu Dec 21 06:01:22 2023	1703131282	4	26	30	24
Thu Dec 21 06:01:22 2023	1703131282	3	27	30	14
Thu Dec 21 06:01:22 2023	1703131282	4	26	30	24
Thu Dec 21 06:01:22 2023	1703131282	3	27	30	14
Thu Dec 21 06:01:22 2023	1703131282	5	25	30	19
Thu Dec 21 06:01:22 2023	1703131282	1	29	30	28
Thu Dec 21 06:01:22 2023	1703131282	5	25	30	19
Thu Dec 21 06:01:22 2023	1703131282	4	26	30	19
Thu Dec 21 06:01:22 2023	1703131282	0	30	30	29
Thu Dec 21 06:01:22 2023	1703131282	2	29	30	26
Thu Dec 21 06:01:22 2023	1703131282	1	30	30	29
Thu Dec 21 06:01:22 2023	1703131282	10	21	31	17
Thu Dec 21 06:01:22 2023	1703131282	1	30	31	29
Thu Dec 21 06:01:22 2023	1703131282	0	31	31	31
Thu Dec 21 06:01:22 2023	1703131282	0	31	31	31
Thu Dec 21 06:01:22 2023	1703131282	4	28	31	27
Thu Dec 21 06:01:22 2023	1703131282	2	29	32	13
Thu Dec 21 06:01:22 2023	1703131282	1	31	32	31
Thu Dec 21 06:01:22 2023	1703131282	0	31	32	31
Thu Dec 21 06:01:22 2023	1703131282	1	31	32	31
Thu Dec 21 06:01:22 2023	1703131282	1	31	32	31
Thu Dec 21 06:01:22 2023	1703131282	6	26	32	20
Thu Dec 21 06:01:22 2023	1703131282	3	30	33	17
Thu Dec 21 06:01:22 2023	1703131282	0	32	33	31
Thu Dec 21 06:01:22 2023	1703131282	2	31	33	31
Thu Dec 21 06:01:22 2023	1703131282	2	32	35	31
Thu Dec 21 06:01:22 2023	1703131282	4	31	35	30
Thu Dec 21 06:01:22 2023	1703131282	1	35	35	32
Thu Dec 21 06:01:22 2023	1703131282	4	31	35	31
Thu Dec 21 06:01:22 2023	1703131282	1	35	35	32
Thu Dec 21 06:01:22 2023	1703131282	4	32	36	10
Thu Dec 21 06:01:22 2023	1703131282	10	27	36	21
Thu Dec 21 06:01:22 2023	1703131282	3	34	37	18
Thu Dec 21 06:01:22 2023	1703131282	3	35	37	18
Thu Dec 21 06:01:22 2023	1703131282	0	37	37	36
Thu Dec 21 06:01:22 2023	1703131282	0	37	38	36
Thu Dec 21 06:01:22 2023	1703131282	0	40	40	36
Thu Dec 21 06:01:22 2023	1703131282	2	38	40	36
Thu Dec 21 06:01:22 2023	1703131282	0	43	43	39
Thu Dec 21 06:01:22 2023	1703131282	0	43	44	39
Thu Dec 21 06:01:22 2023	1703131282	14	44	57	43
Thu Dec 21 06:01:22 2023	1703131282	14	44	58	43
Thu Dec 21 06:01:22 2023	1703131282	13	46	59	46
Thu Dec 21 06:01:22 2023	1703131282	15	44	59	44
Thu Dec 21 06:01:22 2023	1703131282	15	44	59	44
Thu Dec 21 06:01:22 2023	1703131282	10	65	76	65
Thu Dec 21 06:01:22 2023	1703131282	10	66	76	65
Thu Dec 21 06:01:22 2023	1703131282	5	72	77	70
Thu Dec 21 06:01:22 2023	1703131282	9	70	80	69
Thu Dec 21 06:01:22 2023	1703131282	8	71	80	71
Thu Dec 21 06:01:22 2023	1703131282	9	73	81	71
Thu Dec 21 06:01:22 2023	1703131282	10	72	81	71
Thu Dec 21 06:01:22 2023	1703131282	7	74	82	71
Thu Dec 21 06:01:22 2023	1703131282	14	68	82	67
Thu Dec 21 06:01:22 2023	1703131282	9	73	82	71
Thu Dec 21 06:01:22 2023	1703131282	9	73	82	71
Thu Dec 21 06:01:22 2023	1703131282	4	79	83	77
Thu Dec 21 06:01:22 2023	1703131282	4	78	83	77
Thu Dec 21 06:01:22 2023	1703131282	4	79	83	77
Thu Dec 21 06:01:22 2023	1703131282	9	74	83	71
Thu Dec 21 06:01:22 2023	1703131282	11	72	83	71
Thu Dec 21 06:01:22 2023	1703131282	11	72	83	71
Thu Dec 21 06:01:22 2023	1703131282	6	77	83	71
Thu Dec 21 06:01:22 2023	1703131282	10	74	83	71
Thu Dec 21 06:01:22 2023	1703131282	11	73	84	71
Thu Dec 21 06:01:22 2023	1703131282	5	79	84	78
Thu Dec 21 06:01:22 2023	1703131282	5	79	84	78
Thu Dec 21 06:01:22 2023	1703131282	8	76	85	71
Thu Dec 21 06:01:22 2023	1703131282	14	71	85	68
Thu Dec 21 06:01:22 2023	1703131282	0	85	85	80
Thu Dec 21 06:01:22 2023	1703131282	4	81	85	79
Thu Dec 21 06:01:22 2023	1703131282	12	73	85	71
Thu Dec 21 06:01:22 2023	1703131282	7	79	85	78
Thu Dec 21 06:01:22 2023	1703131282	11	75	85	71
Thu Dec 21 06:01:22 2023	1703131282	6	79	86	78
Thu Dec 21 06:01:22 2023	1703131282	8	78	86	71
Thu Dec 21 06:01:22 2023	1703131282	12	74	86	71
Thu Dec 21 06:01:22 2023	1703131282	8	78	86	71
Thu Dec 21 06:01:22 2023	1703131282	5	82	86	79
Thu Dec 21 06:01:22 2023	1703131282	5	82	86	79
Thu Dec 21 06:01:22 2023	1703131282	8	79	86	78
Thu Dec 21 06:01:22 2023	1703131282	7	79	87	78
Thu Dec 21 06:01:22 2023	1703131282	5	82	87	79
Thu Dec 21 06:01:22 2023	1703131282	4	82	87	79
Thu Dec 21 06:01:22 2023	1703131282	5	82	87	79
Thu Dec 21 06:01:22 2023	1703131282	4	83	87	79
Thu Dec 21 06:01:22 2023	1703131282	15	72	87	71
Thu Dec 21 06:01:22 2023	1703131282	5	82	87	79
Thu Dec 21 06:01:22 2023	1703131282	5	83	87	79
Thu Dec 21 06:01:22 2023	1703131282	9	79	87	78
Thu Dec 21 06:01:22 2023	1703131282	9	79	88	78
Thu Dec 21 06:01:22 2023	1703131282	10	78	88	71
Thu Dec 21 06:01:22 2023	1703131282	6	82	88	80
Thu Dec 21 06:01:22 2023	1703131282	5	83	88	80
Thu Dec 21 06:01:22 2023	1703131282	10	79	88	78
Thu Dec 21 06:01:22 2023	1703131282	6	82	88	80
Thu Dec 21 06:01:22 2023	1703131282	7	82	89	80
Thu Dec 21 06:01:22 2023	1703131282	4	85	89	80
Thu Dec 21 06:01:22 2023	1703131282	7	82	89	80
Thu Dec 21 06:01:22 2023	1703131282	6	83	89	80
Thu Dec 21 06:01:22 2023	1703131282	6	83	89	80
Thu Dec 21 06:01:22 2023	1703131282	6	84	90	80
Thu Dec 21 06:01:22 2023	1703131282	5	85	90	80
Thu Dec 21 06:01:22 2023	1703131282	10	80	90	79
Thu Dec 21 06:01:22 2023	1703131282	15	75	90	73
Thu Dec 21 06:01:22 2023	1703131282	7	83	90	80
Thu Dec 21 06:01:22 2023	1703131282	14	76	90	73
Thu Dec 21 06:01:22 2023	1703131282	6	85	90	80
Thu Dec 21 06:01:22 2023	1703131282	14	76	90	73
Thu Dec 21 06:01:22 2023	1703131282	6	84	90	80
Thu Dec 21 06:01:22 2023	1703131282	5	85	90	80
Thu Dec 21 06:01:22 2023	1703131282	6	85	90	80
Thu Dec 21 06:01:22 2023	1703131282	11	79	91	79
Thu Dec 21 06:01:22 2023	1703131282	6	85	91	80
Thu Dec 21 06:01:22 2023	1703131282	14	76	91	73
Thu Dec 21 06:01:22 2023	1703131282	7	84	91	80
Thu Dec 21 06:01:22 2023	1703131282	7	85	91	80
Thu Dec 21 06:01:22 2023	1703131282	7	84	91	80
Thu Dec 21 06:01:22 2023	1703131282	7	85	91	80
Thu Dec 21 06:01:22 2023	1703131282	12	79	91	79
Thu Dec 21 06:01:22 2023	1703131282	13	80	92	79
Thu Dec 21 06:01:22 2023	1703131282	8	85	93	81
Thu Dec 21 06:01:22 2023	1703131282	13	80	93	79
Thu Dec 21 06:01:22 2023	1703131282	8	86	94	81
Thu Dec 21 06:01:22 2023	1703131282	14	80	94	73
Thu Dec 21 06:01:22 2023	1703131282	10	84	95	81
Thu Dec 21 06:01:22 2023	1703131282	14	81	95	80
Thu Dec 21 06:01:22 2023	1703131282	11	85	96	81
Thu Dec 21 06:01:22 2023	1703131282	15	82	96	81
Thu Dec 21 06:01:22 2023	1703131282	12	85	97	81
Thu Dec 21 06:01:22 2023	1703131282	13	84	97	81
Thu Dec 21 06:01:22 2023	1703131282	12	85	97	81
Thu Dec 21 06:01:22 2023	1703131282	14	84	98	81
Thu Dec 21 06:01:22 2023	1703131282	13	85	98	81
Thu Dec 21 06:01:22 2023	1703131282	12	86	99	82
Thu Dec 21 06:01:22 2023	1703131282	13	87	99	82
Thu Dec 21 06:01:22 2023	1703131282	13	87	99	82
Thu Dec 21 06:01:22 2023	1703131282	14	86	100	82
Thu Dec 21 06:01:22 2023	1703131282	14	86	100	82
Thu Dec 21 06:01:22 2023	1703131282	13	87	100	82
